Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
10000,1,1,1,52,168,168,1,52169.75
,,,,,,168,2,49140.65
,,,,,,168,3,47331.7
,,,,,,168,4,46571.55
,,,,,,168,5,46345
,,,,,,168,6,47081
,,,,,,168,7,49084.3
,,,,,,168,8,48701.35
,,,,,,168,9,46515.2
,,,,,,168,10,42337.25
,,,,,,168,11,37794.75
,,,,,,168,12,37600.4
,,,,,,168,13,37279.55
,,,,,,168,14,39095.4
,,,,,,168,15,43329.7
,,,,,,168,16,50379.2
,,,,,,168,17,58559.15
,,,,,,168,18,65413.15
,,,,,,168,19,66304.4
,,,,,,168,20,65601.75
,,,,,,168,21,63816.95
,,,,,,168,22,61574.45
,,,,,,168,23,58288.9
,,,,,,168,24,53902.8
,,,,,,168,25,49053.25
,,,,,,168,26,47137.35
,,,,,,168,27,45912.6
,,,,,,168,28,46157.55
,,,,,,168,29,47250.05
,,,,,,168,30,49813.4
,,,,,,168,31,54312.2
,,,,,,168,32,56101.6
,,,,,,168,33,52502.1
,,,,,,168,34,49053.25
,,,,,,168,35,47532.95
,,,,,,168,36,47476.6
,,,,,,168,37,48450.65
,,,,,,168,38,51208.35
,,,,,,168,39,55731.3
,,,,,,168,40,61643.45
,,,,,,168,41,70081
,,,,,,168,42,79108.5
,,,,,,168,43,78185.05
,,,,,,168,44,74993.8
,,,,,,168,45,72964.05
,,,,,,168,46,69540.5
,,,,,,168,47,64337.9
,,,,,,168,48,59350.35
,,,,,,168,49,56516.75
,,,,,,168,50,54802.1
,,,,,,168,51,54116.7
,,,,,,168,52,54613.5
,,,,,,,53,56328.15
,,,,,,,54,61008.65
,,,,,,,55,71507
,,,,,,,56,78876.2
,,,,,,,57,75112.25
,,,,,,,58,70765.25
,,,,,,,59,69992.45
,,,,,,,60,69665.85
,,,,,,,61,70495
,,,,,,,62,71953.2
,,,,,,,63,74258.95
,,,,,,,64,78178.15
,,,,,,,65,86339.7
,,,,,,,66,96529.85
,,,,,,,67,96165.3
,,,,,,,68,93620.35
,,,,,,,69,91880.4
,,,,,,,70,82570
,,,,,,,71,76445.1
,,,,,,,72,70941.2
,,,,,,,73,67178.4
,,,,,,,74,65306.2
,,,,,,,75,64268.9
,,,,,,,76,64495.45
,,,,,,,77,65839.8
,,,,,,,78,70043.05
,,,,,,,79,80113.6
,,,,,,,80,87181.5
,,,,,,,81,79567.35
,,,,,,,82,72367.2
,,,,,,,83,68020.2
,,,,,,,84,68560.7
,,,,,,,85,74459.05
,,,,,,,86,77173.05
,,,,,,,87,77588.2
,,,,,,,88,82714.9
,,,,,,,89,90429.1
,,,,,,,90,99098.95
,,,,,,,91,97754.6
,,,,,,,92,94066.55
,,,,,,,93,91234.1
,,,,,,,94,81031.3
,,,,,,,95,73680.5
,,,,,,,96,67712
,,,,,,,97,63471.95
,,,,,,,98,61278.9
,,,,,,,99,60261.15
,,,,,,,100,60059.9
,,,,,,,101,61039.7
,,,,,,,102,64992.25
,,,,,,,103,74830.5
,,,,,,,104,83085.2
,,,,,,,105,79649
,,,,,,,106,71211.45
,,,,,,,107,66392.95
,,,,,,,108,62278.25
,,,,,,,109,61480.15
,,,,,,,110,63873.3
,,,,,,,111,67630.35
,,,,,,,112,72512.1
,,,,,,,113,81294.65
,,,,,,,114,90158.85
,,,,,,,115,88601.75
,,,,,,,116,85503.65
,,,,,,,117,83549.8
,,,,,,,118,74540.7
,,,,,,,119,68717.1
,,,,,,,120,63038.4
,,,,,,,121,58677.6
,,,,,,,122,56686.95
,,,,,,,123,55386.3
,,,,,,,124,55366.75
,,,,,,,125,56240.75
,,,,,,,126,60299.1
,,,,,,,127,70677.85
,,,,,,,128,76061
,,,,,,,129,70953.85
,,,,,,,130,59695.35
,,,,,,,131,55643.9
,,,,,,,132,53124.25
,,,,,,,133,54720.45
,,,,,,,134,57402.25
,,,,,,,135,60676.3
,,,,,,,136,66229.65
,,,,,,,137,71613.95
,,,,,,,138,79567.35
,,,,,,,139,77971.15
,,,,,,,140,73969.15
,,,,,,,141,71701.35
,,,,,,,142,65607.5
,,,,,,,143,60895.95
,,,,,,,144,56366.1
,,,,,,,145,53715.35
,,,,,,,146,50843.8
,,,,,,,147,49889.3
,,,,,,,148,49831.8
,,,,,,,149,50102.05
,,,,,,,150,51805.2
,,,,,,,151,55417.35
,,,,,,,152,56184.4
,,,,,,,153,52162.85
,,,,,,,154,47269.6
,,,,,,,155,44089.85
,,,,,,,156,42161.3
,,,,,,,157,41929
,,,,,,,158,43079
,,,,,,,159,47714.65
,,,,,,,160,53457.75
,,,,,,,161,59570
,,,,,,,162,65620.15
,,,,,,,163,66668.95
,,,,,,,164,65707.55
,,,,,,,165,63603.05
,,,,,,,166,61492.8
,,,,,,,167,58137.1
,,,,,,,168,54211
,,,,,,,169,50805.85
,,,,,,,170,48512.75
,,,,,,,171,47564
,,,,,,,172,47514.55
,,,,,,,173,47821.6
,,,,,,,174,49203.9
,,,,,,,175,51729.3
,,,,,,,176,51955.85
,,,,,,,177,51076.1
,,,,,,,178,48915.25
,,,,,,,179,43839.15
,,,,,,,180,41401.15
,,,,,,,181,43367.65
,,,,,,,182,44730.4
,,,,,,,183,47589.3
,,,,,,,184,55888.85
,,,,,,,185,63176.4
,,,,,,,186,70175.3
,,,,,,,187,71858.9
,,,,,,,188,71362.1
,,,,,,,189,69836.05
,,,,,,,190,66982.9
,,,,,,,191,62679.6
